,eventID,year,longitude,latitude,magnitude
30204,10030205,1967,91.28,38.07,5.28
30250,10030251,1967,111.61,36.33,5.17
30266,10030267,1967,111.67,36.1,4.74
30490,10030491,1968,91.89,13.33,5.06
30512,10030513,1968,92.08,16.4,5.17
30594,10030595,1968,93.1061,13.2778,5.82
30676,10030677,1968,102.9,38.61,4.84
30690,10030691,1968,93.2,23.64,4.95
30772,10030773,1968,95.65,26.01,5.06
30938,10030939,1968,92.2,29.8,5.39
31011,10031012,1968,98.09,42.66,5.06
31122,10031123,1968,95.36,22.87,4.63
31167,10031168,1968,94.8,33.94,4.95
31434,10031435,1968,100.27,29.83,5.17
31586,10031587,1968,109.5,53.7,4.84
31619,10031620,1968,100.92,25.31,5.06
31797,10031798,1968,94.0,12.9,5.28
31977,10031978,1968,95.0,24.51,4.95
32199,10032200,1968,92.28,26.23,4.84
33143,10033144,1968,91.94,24.83,5.6
33220,10033221,1968,102.92,48.08,4.74
33800,10033801,1968,111.1,54.7,4.63
33825,10033826,1968,94.93,30.29,5.06
33848,10033849,1968,94.82,30.22,4.95
33864,10033865,1968,94.4,30.1,4.19
33913,10033914,1968,94.94,30.25,4.95
34054,10034055,1968,94.75,30.33,5.06
34079,10034080,1968,94.77,30.25,5.06
34089,10034090,1968,95.0,30.26,4.95
34107,10034108,1968,94.79,30.28,4.84
34136,10034137,1968,94.85,30.27,5.17
34186,10034187,1968,94.98,30.27,5.06
34202,10034203,1968,94.67,30.4,4.95
34222,10034223,1968,94.84,30.17,4.95
34463,10034464,1968,94.23,25.28,4.84
34628,10034629,1968,90.62,26.42,5.39
34650,10034651,1968,94.87,30.07,5.17
34685,10034686,1968,94.97,30.28,5.06
34700,10034701,1968,94.66,30.38,5.06
34716,10034717,1968,94.76,30.39,4.95
34758,10034759,1968,94.89,30.21,5.17
34805,10034806,1968,94.85,30.25,5.06
34853,10034854,1968,95.07,30.25,5.06
34864,10034865,1968,97.61,33.56,4.95
34882,10034883,1968,96.61,14.35,5.06
34967,10034968,1968,93.4,15.22,4.74
34982,10034983,1968,95.04,30.33,4.95
35051,10035052,1968,96.08,28.66,5.17
35278,10035279,1968,94.98,18.3,4.84
35411,10035412,1968,95.09,12.83,5.39
35461,10035462,1968,95.2,12.5,4.84
35834,10035835,1968,92.9,26.9,4.52
35915,10035916,1968,111.51,56.06,5.39
36217,10036218,1968,101.772,36.306,5.62
36271,10036272,1968,91.61,24.12,5.39
36648,10036649,1969,92.4,22.98,5.49
36853,10036854,1969,94.14,27.46,5.28
36874,10036875,1969,101.41,21.85,5.06
36881,10036882,1969,98.0,40.0,4.74
37005,10037006,1969,95.37,24.53,4.95
37065,10037066,1969,92.36,26.54,4.84
37742,10037743,1969,91.32,50.33,4.95
37985,10037986,1969,95.2,25.93,5.28
38404,10038405,1969,91.77,25.72,5.06
38585,10038586,1969,94.64,31.76,5.28
38768,10038769,1969,92.71,26.93,5.28
38796,10038797,1969,99.57,20.9,5.17
38986,10038987,1969,96.8,43.33,4.84
39092,10039093,1969,111.803,21.661,5.7
39326,10039327,1969,94.68,21.81,4.84
39660,10039661,1969,94.66,30.34,5.17
39993,10039994,1969,96.06,26.35,5.49
40284,10040285,1969,109.1,53.9,5.06
40457,10040458,1969,102.29,32.41,5.17
40508,10040509,1969,95.37,24.8,5.06
40526,10040527,1969,94.8,25.2,5.06
40754,10040755,1969,101.3,38.8,5.17
40756,10040757,1969,94.636,23.041,6.34
40823,10040824,1969,95.64,28.99,4.95
40934,10040935,1969,94.38,23.61,4.95
40944,10040945,1969,95.73,52.35,5.28
41035,10041036,1969,90.24,27.66,5.28
41036,10041037,1969,102.0,32.59,4.95
41138,10041139,1969,91.8,26.6,5.28
41319,10041320,1969,99.0,30.5,4.84
41374,10041375,1969,93.9,12.9,4.84
41471,10041472,1969,93.62,12.45,5.49
41633,10041634,1969,110.55,18.11,4.95
41656,10041657,1969,93.64,24.43,5.06
41662,10041663,1969,110.54,18.39,5.06
42000,10042001,1970,102.543,24.185,7.1
42002,10042003,1970,102.45,24.2,5.6
42003,10042004,1970,102.29,24.28,4.84
42006,10042007,1970,102.81,24.3,5.06
42007,10042008,1970,102.53,24.15,5.28
42011,10042012,1970,102.5,24.11,4.74
42019,10042020,1970,102.732,23.984,5.86
42022,10042023,1970,102.31,24.18,4.95
42023,10042024,1970,102.8,24.02,4.95
42038,10042039,1970,103.1,24.1,5.17
42052,10042053,1970,102.34,24.22,5.06
42053,10042054,1970,102.81,24.14,5.06
42083,10042084,1970,102.91,24.0,4.95
42105,10042106,1970,102.76,23.96,4.95
42128,10042129,1970,88.5,62.4,4.52
42180,10042181,1970,102.9,24.0,4.95
42202,10042203,1970,102.46,24.25,5.28
42264,10042265,1970,97.06,26.99,4.84
42330,10042331,1970,109.5,18.44,5.6
42335,10042336,1970,88.05,32.46,4.84
42373,10042374,1970,94.28,45.74,4.84
42377,10042378,1970,101.3,34.83,5.39
42477,10042478,1970,102.302,24.371,5.78
42498,10042499,1970,100.771,23.083,6.14
42499,10042500,1970,100.85,22.87,4.95
42538,10042539,1970,93.46,31.07,4.84
42678,10042679,1970,93.96,27.4,5.71
42756,10042757,1970,103.203,30.607,5.6
42760,10042761,1970,93.35,13.5,5.06
42918,10042919,1970,103.01,30.63,5.06
42996,10042997,1970,96.98,26.83,5.49
43011,10043012,1970,102.93,23.93,4.52
43029,10043030,1970,102.87,24.0,5.28
43046,10043047,1970,93.99,24.91,5.06
43072,10043073,1970,103.05,30.66,5.06
43174,10043175,1970,103.78,31.67,5.17
43205,10043206,1970,107.1,52.4,4.63
43212,10043213,1970,104.92,26.23,5.06
43247,10043248,1970,105.9,52.27,5.17
43301,10043302,1970,104.12,34.7,4.74
43302,10043303,1970,105.7,52.9,4.41
43402,10043403,1970,99.3,45.11,4.52
43449,10043450,1970,96.34,26.45,5.28
44012,10044013,1970,103.1,22.8,4.95
44055,10044056,1970,93.32,51.31,4.63
44198,10044199,1970,95.09,32.82,4.63
44209,10044210,1970,96.65,25.48,4.19
44306,10044307,1970,89.41,47.42,4.74
44344,10044345,1970,91.118,50.224,6.3
44345,10044346,1970,91.3,50.2,4.74
44346,10044347,1970,90.0,39.6,5.49
44347,10044348,1970,91.31,50.25,5.28
44348,10044349,1970,91.35,50.28,4.63
44349,10044350,1970,91.13,50.28,4.74
44351,10044352,1970,91.32,50.22,5.28
44375,10044376,1970,91.19,50.19,4.74
44376,10044377,1970,91.35,50.56,3.98
44409,10044410,1970,91.41,50.31,5.06
44424,10044425,1970,91.6,50.2,4.41
44480,10044481,1970,91.21,50.12,4.84
44556,10044557,1970,94.06,23.96,5.39
44628,10044629,1970,91.0,50.21,4.74
44816,10044817,1970,91.8,49.2,4.74
44831,10044832,1970,102.42,24.24,5.06
44837,10044838,1970,90.75,50.32,4.41
44867,10044868,1970,91.22,50.27,4.41
44909,10044910,1970,95.81,28.99,4.95
45060,10045061,1970,90.83,50.3,4.41
45065,10045066,1970,94.64,24.34,4.63
45078,10045079,1970,108.3,20.5,4.84
45195,10045196,1970,108.0,44.0,4.52
45248,10045249,1970,88.58,25.72,5.39
45282,10045283,1970,95.34,25.977,7.0
45283,10045284,1970,95.33,26.04,5.28
45284,10045285,1970,95.1,26.24,5.6
45309,10045310,1970,95.61,26.16,5.39
45311,10045312,1970,103.61,28.63,5.6
45410,10045411,1970,101.31,32.09,5.17
45569,10045570,1970,89.03,48.25,4.95
45629,10045630,1970,90.79,50.27,4.41
45905,10045906,1970,94.2,21.83,4.95
46203,10046204,1970,101.31,32.12,5.39
46309,10046310,1970,101.5,25.3,4.52
46465,10046466,1970,93.5,21.3,4.63
46494,10046495,1970,105.529,35.87,5.49
46663,10046664,1970,89.8,50.0,4.41
46804,10046805,1970,96.42,24.49,4.84
46912,10046913,1970,92.597,12.372,4.95
46983,10046984,1971,95.7739,34.1851,4.84
47041,10047042,1971,103.7843,28.5535,5.06
47131,10047132,1971,98.137,35.448,6.0
47160,10047161,1971,96.3164,19.0108,4.84
47166,10047167,1971,94.7711,12.2108,5.06
47188,10047189,1971,96.6779,26.114,5.17
47214,10047215,1971,95.042,32.158,5.8
47215,10047216,1971,95.1687,32.078,5.93
47393,10047394,1971,101.101,22.917,6.39
47587,10047588,1971,94.8157,24.3439,4.95
47619,10047620,1971,101.8903,26.7564,4.95
47641,10047642,1971,92.1,32.299,5.6
47725,10047726,1971,96.4316,25.2211,5.28
47727,10047728,1971,96.389,25.264,6.3
47731,10047732,1971,96.3445,25.2792,5.06
47738,10047739,1971,96.505,25.266,6.12
47759,10047760,1971,109.26,84.211,5.17
47761,10047762,1971,109.06,84.277,5.39
47762,10047763,1971,95.229,32.151,5.17
47765,10047766,1971,92.055,32.255,5.17
47879,10047880,1971,94.306,23.7764,4.84
47922,10047923,1971,94.752,24.592,5.28
47928,10047929,1971,105.9104,25.2421,5.28
47942,10047943,1971,106.114,37.856,5.39
48168,10048169,1971,93.127,26.469,5.5
48318,10048319,1971,95.874,13.595,5.88
48455,10048456,1971,95.1227,12.4453,5.06
48460,10048461,1971,94.7758,12.5976,5.17
48520,10048521,1971,95.084,12.447,5.55
48562,10048563,1971,103.693,28.845,5.74
48567,10048568,1971,103.6915,28.8089,5.06
48571,10048572,1971,103.734,28.861,5.81
48572,10048573,1971,103.595,28.791,5.59
48575,10048576,1971,103.7858,28.8949,5.06
48576,10048577,1971,103.6292,28.8108,4.95
48624,10048625,1971,103.7441,28.8279,5.39
48625,10048626,1971,103.7459,28.8129,4.95
48638,10048639,1971,91.47,52.197,5.82
48711,10048712,1971,103.5352,28.7618,4.95
48715,10048716,1971,103.8157,28.9072,4.95
48813,10048814,1971,96.3198,15.3176,5.06
48814,10048815,1971,96.3317,15.1354,5.28
48815,10048816,1971,96.4256,15.1853,4.84
48837,10048838,1971,100.764,22.789,5.55
48901,10048902,1971,91.7482,32.4021,4.84
48925,10048926,1971,110.5515,54.6828,4.52
48994,10048995,1971,91.3329,50.2989,4.84
49069,10049070,1971,95.9231,22.9986,5.17
49070,10049071,1971,95.2909,24.9696,4.95
49092,10049093,1971,95.8634,23.063,5.39
49147,10049148,1971,91.2167,54.3065,4.95
49242,10049243,1971,90.6488,26.1765,4.95
49258,10049259,1971,103.6882,28.8301,5.17
49301,10049302,1971,93.8794,21.443,5.28
49383,10049384,1971,103.9226,28.6241,5.06
49433,10049434,1971,96.0016,13.8219,4.84
49681,10049682,1971,94.708,25.206,5.71
49965,10049966,1972,100.9266,26.19,4.74
49967,10049968,1972,97.207,50.462,5.65
50223,10050224,1972,100.7,45.3983,4.95
50234,10050235,1972,93.5478,25.7856,4.63
50294,10050295,1972,94.8263,22.9368,4.63
50368,10050369,1972,101.8383,29.5177,5.49
50473,10050474,1972,95.3414,25.58,5.06
50516,10050517,1972,94.3369,17.4313,5.06
50594,10050595,1972,94.8455,16.9875,5.6
50652,10050653,1972,102.4383,28.0597,5.06
50677,10050678,1972,94.58,21.3729,5.17
50840,10050841,1972,95.8594,28.3746,4.74
50909,10050910,1972,92.439,29.5904,4.84
51078,10051079,1972,96.6957,25.98,4.74
51185,10051186,1972,98.091,20.4667,5.06
51208,10051209,1972,88.6676,43.46,4.74
51216,10051217,1972,94.601,24.2388,4.84
51242,10051243,1972,95.9158,32.5549,5.39
51245,10051246,1972,96.0244,32.5255,4.84
51291,10051292,1972,102.1949,28.8311,5.06
51300,10051301,1972,91.444,31.356,5.9
51303,10051304,1972,91.4773,31.4588,4.84
51515,10051516,1972,107.7128,52.8602,5.28
51529,10051530,1972,93.5319,32.4784,5.28
51532,10051533,1972,102.2824,44.6765,5.28
51619,10051620,1972,90.4973,50.2098,4.3
51651,10051652,1972,88.0131,27.3299,4.74
51698,10051699,1972,100.6447,22.6694,4.84
51730,10051731,1972,96.3464,36.6487,5.82
51732,10051733,1972,96.3527,36.5587,5.82
51733,10051734,1972,96.562,36.62,5.53
51740,10051741,1972,95.479,52.348,5.5
51964,10051965,1972,92.2752,12.431,4.95
52039,10052040,1972,101.5625,30.2723,5.28
52063,10052064,1972,95.1256,52.4722,4.95
52068,10052069,1972,101.539,30.3794,5.39
52070,10052071,1972,101.695,30.2644,5.39
52100,10052101,1972,95.1268,18.8984,4.95
52355,10052356,1972,96.3736,26.438,5.49
52400,10052401,1972,88.426,26.8771,4.63
52445,10052446,1972,95.5776,24.7545,5.06
52474,10052475,1972,95.1933,12.44,5.28
52555,10052556,1972,96.2531,25.0886,5.28
52801,10052802,1972,91.8188,85.222,4.52
52968,10052969,1972,94.3495,21.2498,5.28
53149,10053150,1973,88.0846,31.1733,5.39
53259,10053260,1973,91.0546,40.3622,5.28
53261,10053262,1973,90.9656,40.2749,4.52
53285,10053286,1973,99.5154,34.6977,4.74
53336,10053337,1973,91.1319,40.3303,5.06
53380,10053381,1973,94.2402,42.8404,4.74
53438,10053439,1973,100.544,31.277,7.4
53441,10053442,1973,99.8735,31.7578,5.17
53451,10053452,1973,100.808,31.289,5.06
53456,10053457,1973,100.329,31.495,5.8
53480,10053481,1973,94.413,24.43,4.52
53539,10053540,1973,100.061,31.771,4.95
53582,10053583,1973,100.2373,31.6284,5.17
53594,10053595,1973,98.9259,38.6298,4.52
53826,10053827,1973,93.3417,38.577,4.52
53892,10053893,1973,95.3934,26.0962,4.74
53918,10053919,1973,100.8057,21.9963,4.74
53942,10053943,1973,100.036,31.791,5.53
53946,10053947,1973,98.458,21.4187,4.74
53980,10053981,1973,95.8518,32.1958,4.74
54203,10054204,1973,93.1444,12.0995,4.95
54341,10054342,1973,104.0964,27.6052,5.17
54466,10054467,1973,89.7366,51.1298,4.84
54549,10054550,1973,104.0302,32.9048,4.84
54659,10054660,1973,94.9067,24.6112,4.41
54749,10054750,1973,93.539,24.267,6.1
54755,10054756,1973,98.8195,25.2,5.39
54756,10054757,1973,98.5117,24.8466,4.74
54827,10054828,1973,95.2957,39.5561,5.28
54904,10054905,1973,95.6668,37.6683,5.6
55058,10055059,1973,99.9361,31.3815,5.06
55196,10055197,1973,103.6826,28.9445,5.17
55197,10055198,1973,103.688,28.829,5.56
55198,10055199,1973,103.6278,29.0359,5.17
55199,10055200,1973,103.7675,28.8958,4.95
55211,10055212,1973,103.6659,28.8428,5.28
55273,10055274,1973,92.6015,27.4896,5.17
55275,10055276,1973,94.8608,23.5998,5.28
55388,10055389,1973,95.0592,24.0535,4.52
55478,10055479,1973,96.0698,35.5982,5.28
55550,10055551,1973,94.4908,23.275,5.71
55608,10055609,1973,97.0594,27.2279,4.95
55615,10055616,1973,89.168,29.5892,5.17
55621,10055622,1973,101.3323,30.7655,4.84
55625,10055626,1973,104.515,27.86,5.76
55731,10055732,1973,104.157,32.868,5.8
55749,10055750,1973,93.4436,38.2796,4.95
55764,10055765,1973,95.5232,26.4128,4.63
55769,10055770,1973,101.18,23.008,5.97
55771,10055772,1973,101.0025,23.0649,4.95
55802,10055803,1973,91.1134,50.2216,3.87
55845,10055846,1973,93.6203,14.078,4.63
55930,10055931,1973,99.4989,29.9637,4.63
55990,10055991,1973,99.9877,31.5613,5.82
55991,10055992,1973,100.0836,31.4609,5.17
56020,10056021,1973,92.6051,27.0772,5.06
56084,10056085,1973,103.6194,28.8486,5.06
56085,10056086,1973,103.584,28.9278,4.84
56182,10056183,1973,106.4626,37.2481,4.41
56209,10056210,1973,102.6089,44.5236,4.74
56313,10056314,1973,93.5531,27.692,5.17
56321,10056322,1973,99.9457,31.6272,5.17
56368,10056369,1973,109.4635,53.7329,4.74
56383,10056384,1973,101.3716,84.7999,4.84
56385,10056386,1973,99.764,85.025,5.49
56417,10056418,1973,99.436,84.9723,5.39
56548,10056549,1973,93.2898,20.9687,4.95
56554,10056555,1973,92.4503,25.21,4.52
56573,10056574,1973,91.704,25.7216,4.84
56757,10056758,1973,96.6284,25.3168,4.52
56855,10056856,1973,91.6406,34.443,4.52
56977,10056978,1973,94.0829,22.6504,4.74
57090,10057091,1973,99.674,31.7793,5.17
57095,10057096,1973,100.2396,31.6074,4.95
57134,10057135,1973,94.8796,30.2659,4.95
57183,10057184,1973,93.3812,22.4291,5.06
57275,10057276,1974,94.0675,23.8769,4.3
57349,10057350,1974,94.7231,23.4275,4.95
57450,10057451,1974,103.99,32.909,5.79
57478,10057479,1974,104.1254,33.0135,4.63
57484,10057485,1974,92.899,22.8042,5.17
57905,10057906,1974,90.891,49.826,5.52
57957,10057958,1974,93.6765,21.3318,5.28
57978,10057979,1974,99.7667,27.5419,4.63
57991,10057992,1974,96.5833,25.5424,4.52
57999,10058000,1974,104.2684,27.327,4.63
58009,10058010,1974,110.8493,55.9978,4.52
58046,10058047,1974,111.1621,55.5932,5.17
58154,10058155,1974,94.0577,14.2179,5.06
58378,10058379,1974,104.066,28.269,6.7
58379,10058380,1974,103.9736,28.1362,5.17
58382,10058383,1974,104.0846,27.9643,4.63
58386,10058387,1974,104.1602,28.1173,4.52
58392,10058393,1974,103.9987,28.0811,4.84
58393,10058394,1974,104.2319,28.1929,4.84
58404,10058405,1974,104.0433,28.1782,5.17
58410,10058411,1974,104.0073,28.2198,4.63
58441,10058442,1974,91.9123,25.6575,4.74
58571,10058572,1974,95.0757,24.5586,4.74
58635,10058636,1974,104.0341,28.2379,4.95
58678,10058679,1974,99.4969,29.3075,5.28
58686,10058687,1974,104.04,28.2427,5.49
58754,10058755,1974,88.5657,34.0664,4.3
58804,10058805,1974,104.0573,28.2868,4.74
58805,10058806,1974,104.098,28.33,5.62
58806,10058807,1974,104.0717,28.348,5.28
58809,10058810,1974,100.1065,31.5849,5.17
58811,10058812,1974,104.0905,28.3164,5.39
58865,10058866,1974,103.9904,28.3611,4.95
58878,10058879,1974,93.5396,25.7893,4.95
58891,10058892,1974,104.0486,28.3035,4.74
59021,10059022,1974,93.927,45.123,6.4
59022,10059023,1974,93.5897,45.1411,5.6
59023,10059024,1974,93.7375,44.9473,5.28
59024,10059025,1974,93.8989,44.6297,4.84
59047,10059048,1974,93.7392,45.1701,4.19
59069,10059070,1974,93.6809,45.3791,4.52
59073,10059074,1974,92.3241,27.3445,4.84
59075,10059076,1974,103.8974,28.2644,5.49
59088,10059089,1974,103.9118,28.2179,4.95
59091,10059092,1974,95.6448,28.943,5.17
59124,10059125,1974,103.9467,28.2557,4.95
59172,10059173,1974,104.0732,28.1352,4.52
59321,10059322,1974,93.3078,22.0098,4.95
59357,10059358,1974,104.121,28.2213,4.74
59375,10059376,1974,94.8776,30.3085,4.95
59836,10059837,1974,96.3656,25.7619,4.95
59920,10059921,1974,94.6196,22.9733,4.74
59984,10059985,1974,89.5662,50.8755,4.19
59985,10059986,1974,89.5888,50.8217,4.09
60139,10060140,1974,91.0429,25.6252,4.95
60150,10060151,1974,94.6335,24.1358,4.84
60157,10060158,1974,101.1659,37.7123,4.84
60168,10060169,1974,102.3864,33.6786,5.28
60235,10060236,1974,88.4753,43.0906,5.17
60346,10060347,1974,109.1849,53.865,4.52
60540,10060541,1974,90.0777,49.5326,4.63
60756,10060757,1974,98.1668,20.0578,4.84
60760,10060761,1974,104.048,33.067,5.39
60763,10060764,1974,95.35,24.862,4.84
60809,10060810,1974,94.9885,19.9908,5.06
60887,10060888,1974,98.782,51.771,5.49
60910,10060911,1974,95.3095,24.4382,5.17
60969,10060970,1974,93.6913,23.8756,4.95
61063,10061064,1974,93.9783,44.2768,4.52
61085,10061086,1974,103.2862,48.3491,5.28
61119,10061120,1974,97.4644,25.489,4.74
61227,10061228,1974,103.898,29.017,4.84
61300,10061301,1975,97.421,38.59,5.55
61380,10061381,1975,101.658,24.7656,5.17
61395,10061396,1975,94.5491,25.1345,4.63
61409,10061410,1975,97.2426,30.5639,4.95
61420,10061421,1975,101.845,29.346,6.15
61422,10061423,1975,101.0717,28.9166,4.74
61444,10061445,1975,94.0371,22.7937,4.74
61450,10061451,1975,101.1032,29.4686,5.06
61455,10061456,1975,101.8588,29.2612,4.84
61501,10061502,1975,96.2548,14.6661,5.39
61503,10061504,1975,103.1312,26.4644,4.84
61511,10061512,1975,88.3715,27.4403,4.74
61584,10061585,1975,102.9196,26.5229,4.63
61621,10061622,1975,93.6056,32.5563,4.95
61630,10061631,1975,90.841,50.3593,4.95
61632,10061633,1975,91.0891,50.5253,4.63
61742,10061743,1975,96.8227,29.7393,4.84
61830,10061831,1975,97.872,17.65,5.96
61944,10061945,1975,106.826,84.2681,4.63
61945,10061946,1975,99.3682,85.3698,4.63
61946,10061947,1975,98.457,84.985,5.7
61995,10061996,1975,99.2213,85.1381,4.52
61996,10061997,1975,98.0131,85.0093,5.39
62002,10062003,1975,94.4809,22.3522,4.74
62003,10062004,1975,111.1352,81.3957,4.3
62012,10062013,1975,93.5024,24.1058,5.06
62021,10062022,1975,99.4932,29.4148,4.63
62056,10062057,1975,104.1538,28.2961,5.39
62125,10062126,1975,93.8376,17.0082,4.52
62149,10062150,1975,95.5419,34.0135,5.06
62166,10062167,1975,101.7296,29.2291,5.17
62301,10062302,1975,91.4157,46.4694,4.74
62334,10062335,1975,91.3101,46.6639,5.49
62486,10062487,1975,103.2515,28.2718,4.74
62535,10062536,1975,99.5572,28.1015,5.49
62794,10062795,1975,102.6729,43.8451,4.74
62797,10062798,1975,96.9992,30.7528,4.74
62798,10062799,1975,100.9934,20.2261,4.63
62847,10062848,1975,95.6047,60.5962,4.52
62873,10062874,1975,103.5749,31.7593,4.74
62876,10062877,1975,92.889,33.075,5.9
62877,10062878,1975,92.9661,33.2174,4.84
62971,10062972,1975,92.7582,33.0824,4.95
62979,10062980,1975,94.4893,13.2305,4.74
62999,10063000,1975,93.701,12.165,5.06
63059,10063060,1975,94.095,23.859,5.53
63191,10063192,1975,96.975,26.55,6.24
63201,10063202,1975,97.1493,25.1841,4.63
63223,10063224,1975,96.9076,26.5923,5.39
63224,10063225,1975,96.9642,26.599,4.95
63227,10063228,1975,96.9543,26.5938,5.71
63272,10063273,1975,95.9659,33.4448,4.84
63343,10063344,1975,95.9119,28.1886,5.17
63599,10063600,1975,95.1544,39.4417,4.41
63792,10063793,1975,95.5606,29.062,4.95
63798,10063799,1975,94.8877,22.6381,5.06
63800,10063801,1975,102.2015,38.7198,4.95
63820,10063821,1975,93.1799,13.1336,5.17
63841,10063842,1975,94.628,21.383,6.97
63886,10063887,1975,96.0216,39.4087,4.84
63993,10063994,1975,104.0268,44.1278,4.95
64028,10064029,1975,105.2667,22.8603,5.06
64148,10064149,1975,99.8298,25.8146,5.06
64161,10064162,1975,93.4528,20.1678,5.06
64208,10064209,1975,99.2172,20.7792,4.74
64253,10064254,1975,94.2197,22.2884,4.95
64270,10064271,1975,98.5191,19.9886,4.95
64325,10064326,1975,98.4648,49.606,4.52
64346,10064347,1975,90.4584,69.6046,5.06
64348,10064349,1975,96.3975,18.2381,5.49
64514,10064515,1975,94.3362,22.9202,5.17
64515,10064516,1975,101.6717,21.436,5.06
64529,10064530,1975,100.0468,45.0787,4.95
64558,10064559,1975,102.8791,48.0523,5.06
64562,10064563,1975,101.6376,21.5781,5.28
64680,10064681,1975,95.3127,33.2862,5.39
64703,10064704,1975,103.0779,47.8382,5.17
64722,10064723,1975,96.774,38.6758,4.63
64829,10064830,1975,94.8469,21.547,4.74
64883,10064884,1975,90.2617,42.1786,4.84
64886,10064887,1975,100.0584,45.0927,4.84
64923,10064924,1975,100.3744,27.1624,5.17
64924,10064925,1975,100.4906,27.2926,5.06
64937,10064938,1975,91.6738,50.5653,4.74
64951,10064952,1975,105.0365,28.6021,5.06
65018,10065019,1975,94.269,23.6199,5.49
65072,10065073,1975,96.4648,27.8192,4.52
65199,10065200,1975,97.0939,26.6948,4.95
65204,10065205,1975,97.151,26.731,6.16
65222,10065223,1975,96.5151,18.1495,5.17
65235,10065236,1975,93.7286,14.5351,5.17
65331,10065332,1976,94.3437,33.9263,4.95
65663,10065664,1976,88.1099,80.6059,4.19
65689,10065690,1976,93.4814,31.0289,4.84
65856,10065857,1976,100.6183,27.9737,4.74
65948,10065949,1976,100.6793,22.7498,5.17
65970,10065971,1976,100.6096,22.8085,5.17
66146,10066147,1976,92.0938,26.5538,4.95
66216,10066217,1976,88.679,41.771,5.28
66217,10066218,1976,95.2907,19.0166,4.84
66324,10066325,1976,94.3766,24.312,4.63
66341,10066342,1976,97.99,51.1567,5.49
66382,10066383,1976,96.682,25.298,4.95
66389,10066390,1976,95.3029,21.8857,4.84
66632,10066633,1976,99.6787,26.9854,4.84
66743,10066744,1976,95.5788,17.9892,5.06
66790,10066791,1976,106.5005,52.3375,4.63
66846,10066847,1976,95.282,25.064,4.84
66888,10066889,1976,98.852,24.398,5.06
66889,10066890,1976,98.899,24.499,6.66
66890,10066891,1976,98.743,24.563,6.64
66891,10066892,1976,98.8168,24.5109,5.06
66892,10066893,1976,98.903,24.516,5.39
66896,10066897,1976,98.844,24.471,5.49
